"Date","Year","Month","Week","Disease","Cases","URL","Country","Method","PopulationRaw","Population","Country.y","Incidence"
2016-01-01,2016,1,NA,"pertussis",2317,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",9.52323684174941
2016-02-01,2016,2,NA,"pertussis",1940,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",7.97370715278112
2016-03-01,2016,3,NA,"pertussis",1635,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",6.72010886329749
2016-04-01,2016,4,NA,"pertussis",1338,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",5.49939184042327
2016-05-01,2016,5,NA,"pertussis",1325,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",5.44595978218298
2016-06-01,2016,6,NA,"pertussis",1213,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",4.98562204965129
2016-07-01,2016,7,NA,"pertussis",1250,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",5.13769790771979
2016-08-01,2016,8,NA,"pertussis",1600,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",6.57625332188134
2016-09-01,2016,9,NA,"pertussis",1921,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",7.89561414458378
2016-10-01,2016,10,NA,"pertussis",1903,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",7.82163129471261
2016-11-01,2016,11,NA,"pertussis",2039,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",8.38061282707253
2016-12-01,2016,12,NA,"pertussis",1636,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24329963,243.29963,"Australia",6.72421902162367
2017-01-01,2017,1,NA,"pertussis",1364,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",5.51533652741675
2017-02-01,2017,2,NA,"pertussis",1012,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.09202387518017
2017-03-01,2017,3,NA,"pertussis",1053,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.25780745115091
2017-04-01,2017,4,NA,"pertussis",843,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",3.40867206203249
2017-05-01,2017,5,NA,"pertussis",1043,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.21737243262146
2017-06-01,2017,6,NA,"pertussis",950,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",3.84132676029759
2017-07-01,2017,7,NA,"pertussis",1055,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.2658944548568
2017-08-01,2017,8,NA,"pertussis",1097,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.43572153268048
2017-09-01,2017,9,NA,"pertussis",977,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",3.9505013103271
2017-10-01,2017,10,NA,"pertussis",1020,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.12437189000373
2017-11-01,2017,11,NA,"pertussis",1002,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",4.05158885665072
2017-12-01,2017,12,NA,"pertussis",819,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",24731038.5,247.310385,"Australia",3.31162801756182
2018-01-01,2018,1,NA,"pertussis",877,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",3.49128296906188
2018-02-01,2018,2,NA,"pertussis",817,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",3.25242666559128
2018-03-01,2018,3,NA,"pertussis",772,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",3.07328443798834
2018-04-01,2018,4,NA,"pertussis",742,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",2.95385628625304
2018-05-01,2018,5,NA,"pertussis",780,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",3.10513194511775
2018-06-01,2018,6,NA,"pertussis",695,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",2.76675218186774
2018-07-01,2018,7,NA,"pertussis",729,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",2.90210408716774
2018-08-01,2018,8,NA,"pertussis",1171,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",4.6616788560678
2018-09-01,2018,9,NA,"pertussis",1207,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",4.80499263815016
2018-10-01,2018,10,NA,"pertussis",1429,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",5.68876096099136
2018-11-01,2018,11,NA,"pertussis",1827,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",7.27317444067965
2018-12-01,2018,12,NA,"pertussis",1535,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25119705.5,251.197055,"Australia",6.11074043045608
2019-01-01,2019,1,NA,"pertussis",1315,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",5.16036086266165
2019-02-01,2019,2,NA,"pertussis",835,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",3.27673104207032
2019-03-01,2019,3,NA,"pertussis",935,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",3.66915392136018
2019-04-01,2019,4,NA,"pertussis",793,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",3.11191343276858
2019-05-01,2019,5,NA,"pertussis",985,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",3.86536536100511
2019-06-01,2019,6,NA,"pertussis",841,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",3.30027641482771
2019-07-01,2019,7,NA,"pertussis",959,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",3.76333541238975
2019-08-01,2019,8,NA,"pertussis",1057,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",4.14790983409381
2019-09-01,2019,9,NA,"pertussis",1034,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",4.05765257185714
2019-10-01,2019,10,NA,"pertussis",1020,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",4.00271336875656
2019-11-01,2019,11,NA,"pertussis",1177,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",4.61881728924164
2019-12-01,2019,12,NA,"pertussis",1074,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25482714,254.82714,"Australia",4.21462172357309
2020-01-01,2020,1,NA,"pertussis",871,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",3.38334008382837
2020-02-01,2020,2,NA,"pertussis",762,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",2.95993701937683
2020-03-01,2020,3,NA,"pertussis",682,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",2.6491824766601
2020-04-01,2020,4,NA,"pertussis",371,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",1.44112419184882
2020-05-01,2020,5,NA,"pertussis",213,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.827383969983286
2020-06-01,2020,6,NA,"pertussis",194,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.753579766088064
2020-07-01,2020,7,NA,"pertussis",127,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.493322836562805
2020-08-01,2020,8,NA,"pertussis",70,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.271910224877136
2020-09-01,2020,9,NA,"pertussis",51,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.198106020981914
2020-10-01,2020,10,NA,"pertussis",24,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.0932263628150182
2020-11-01,2020,11,NA,"pertussis",44,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.1709149984942
2020-12-01,2020,12,NA,"pertussis",48,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25743791,257.43791,"Australia",0.186452725630036
2021-01-01,2021,1,NA,"pertussis",40,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.154104471466449
2021-02-01,2021,2,NA,"pertussis",54,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.208041036479707
2021-03-01,2021,3,NA,"pertussis",53,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.204188424693046
2021-04-01,2021,4,NA,"pertussis",48,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.184925365759739
2021-05-01,2021,5,NA,"pertussis",52,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.200335812906384
2021-06-01,2021,6,NA,"pertussis",57,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.219598871839691
2021-07-01,2021,7,NA,"pertussis",38,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.146399247893127
2021-08-01,2021,8,NA,"pertussis",51,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.196483201119723
2021-09-01,2021,9,NA,"pertussis",38,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.146399247893127
2021-10-01,2021,10,NA,"pertussis",41,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.157957083253111
2021-11-01,2021,11,NA,"pertussis",48,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.184925365759739
2021-12-01,2021,12,NA,"pertussis",30,"https://nindss.health.gov.au/pbi-dashboard/","AU","Interpolation",25956417.5,259.564175,"Australia",0.115578353599837
2022-01-01,2022,1,NA,"pertussis",41,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.15648266957297
2022-02-01,2022,2,NA,"pertussis",43,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.164115970527749
2022-03-01,2022,3,NA,"pertussis",47,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.179382572437307
2022-04-01,2022,4,NA,"pertussis",22,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.0839663105025691
2022-05-01,2022,5,NA,"pertussis",39,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.148849368618191
2022-06-01,2022,6,NA,"pertussis",35,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.133582766708633
2022-07-01,2022,7,NA,"pertussis",42,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.160299320050359
2022-08-01,2022,8,NA,"pertussis",64,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.244265630552928
2022-09-01,2022,9,NA,"pertussis",38,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.145032718140801
2022-10-01,2022,10,NA,"pertussis",40,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.15266601909558
2022-11-01,2022,11,NA,"pertussis",35,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.133582766708633
2022-12-01,2022,12,NA,"pertussis",36,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26200984.5,262.009845,"Australia",0.137399417186022
2023-01-01,2023,1,NA,"pertussis",46,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.173905653309856
2023-02-01,2023,2,NA,"pertussis",34,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.128538961142067
2023-03-01,2023,3,NA,"pertussis",44,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.166344537948557
2023-04-01,2023,4,NA,"pertussis",43,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.162563980267908
2023-05-01,2023,5,NA,"pertussis",77,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.291102941409976
2023-06-01,2023,6,NA,"pertussis",92,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.347811306619711
2023-07-01,2023,7,NA,"pertussis",95,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.359152979661658
2023-08-01,2023,8,NA,"pertussis",156,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",0.589766998181249
2023-09-01,2023,9,NA,"pertussis",270,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",1.02075057377524
2023-10-01,2023,10,NA,"pertussis",367,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",1.3874646687982
2023-11-01,2023,11,NA,"pertussis",633,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",2.39309301185084
2023-12-01,2023,12,NA,"pertussis",585,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26451124,264.51124,"Australia",2.21162624317969
2024-01-01,2024,1,NA,"Pertussis",827,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",3.0958471662236
2024-02-01,2024,2,NA,"Pertussis",846,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",3.16697303824083
2024-03-01,2024,3,NA,"Pertussis",1375,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",5.14726705387841
2024-04-01,2024,4,NA,"Pertussis",2038,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",7.62918564058487
2024-05-01,2024,5,NA,"Pertussis",2578,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",9.65065779265348
2024-06-01,2024,6,NA,"Pertussis",4465,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",16.7145799240488
2024-07-01,2024,7,NA,"Pertussis",5233,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",19.5895625403242
2024-08-01,2024,8,NA,"Pertussis",6661,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",24.9352333424612
2024-09-01,2024,9,NA,"Pertussis",8312,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",31.1156972740635
2024-10-01,2024,10,NA,"Pertussis",7940,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",29.7231275693051
2024-11-01,2024,11,NA,"Pertussis",9308,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",34.8441903545456
2024-12-01,2024,12,NA,"Pertussis",6843,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26713205,267.13205,"Australia",25.6165443270472
2025-01-01,2025,1,NA,"Pertussis",5010,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",18.573423188663
2025-02-01,2025,2,NA,"Pertussis",2881,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",10.6806451510056
2025-03-01,2025,3,NA,"Pertussis",2362,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",8.75657197038366
2025-04-01,2025,4,NA,"Pertussis",1929,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",7.15132401814991
2025-05-01,2025,5,NA,"Pertussis",2008,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",7.44419835585537
2025-06-01,2025,6,NA,"Pertussis",1756,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",6.50996629127591
2025-07-01,2025,7,NA,"Pertussis",1572,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",5.827828593329
2025-08-01,2025,8,NA,"Pertussis",1692,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",6.27270100503351
2025-09-01,2025,9,NA,"Pertussis",1710,"https://nindss.health.gov.au/pbi-dashboard/","AU","Projection",26974026,269.74026,"Australia",6.33943186678918
2015-01-01,2015,1,NA,"Pertussis",275,"https://www.cdctj.com.cn/system/2015/02/12/013081051.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0196972472431211
2015-02-01,2015,2,NA,"Pertussis",315,"https://www.cdctj.com.cn/system/2015/03/12/013081196.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0225623013875751
2015-03-01,2015,3,NA,"Pertussis",498,"https://www.cdctj.com.cn/system/2015/04/14/013081323.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.035669924098452
2015-04-01,2015,4,NA,"Pertussis",507,"https://www.cdctj.com.cn/system/2015/05/25/013081484.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0363145612809541
2015-05-01,2015,5,NA,"Pertussis",573,"https://www.cdctj.com.cn/system/2015/06/15/013081604.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0410419006193032
2015-06-01,2015,6,NA,"Pertussis",723,"https://www.cdctj.com.cn/system/2015/07/17/013081743.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0517858536610056
2015-07-01,2015,7,NA,"Pertussis",877,"https://www.cdctj.com.cn/system/2015/08/13/013081861.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0628163121171534
2015-08-01,2015,8,NA,"Pertussis",999,"https://www.cdctj.com.cn/system/2015/09/22/013082001.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.071554727257738
2015-09-01,2015,9,NA,"Pertussis",763,"https://www.cdctj.com.cn/system/2015/11/03/013082122.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0546509078054596
2015-10-01,2015,10,NA,"Pertussis",466,"https://www.cdctj.com.cn/system/2015/11/11/013082155.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0333778807828888
2015-11-01,2015,11,NA,"Pertussis",377,"https://www.cdctj.com.cn/system/2015/12/11/013082233.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0270031353114787
2015-12-01,2015,12,NA,"Pertussis",446,"https://www.cdctj.com.cn/system/2016/01/12/013082310.shtml","CN","Interpolation",1396134173.5,13961.341735,"China",0.0319453537106618
2016-01-01,2016,1,NA,"Pertussis",332,"https://www.cdctj.com.cn/system/2016/02/04/013082403.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0236458372309792
2016-02-01,2016,2,NA,"Pertussis",384,"https://www.cdctj.com.cn/system/2016/03/17/013082581.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.027349402098482
2016-03-01,2016,3,NA,"Pertussis",527,"https://www.cdctj.com.cn/system/2016/04/14/013082695.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0375342054841146
2016-04-01,2016,4,NA,"Pertussis",433,"https://www.cdctj.com.cn/system/2016/05/12/013082811.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0308392997620904
2016-05-01,2016,5,NA,"Pertussis",444,"https://www.cdctj.com.cn/system/2016/06/16/013082953.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0316227461763698
2016-06-01,2016,6,NA,"Pertussis",476,"https://www.cdctj.com.cn/system/2016/07/14/013083005.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.03390186301791
2016-07-01,2016,7,NA,"Pertussis",581,"https://www.cdctj.com.cn/system/2016/08/12/013083102.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0413802151542137
2016-08-01,2016,8,NA,"Pertussis",711,"https://www.cdctj.com.cn/system/2016/09/18/013083164.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0506391273229706
2016-09-01,2016,9,NA,"Pertussis",545,"https://www.cdctj.com.cn/system/2016/10/13/013083220.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.038816208707481
2016-10-01,2016,10,NA,"Pertussis",374,"https://www.cdctj.com.cn/system/2017/03/22/014002640.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0266371780855007
2016-11-01,2016,11,NA,"Pertussis",410,"https://www.cdctj.com.cn/system/2017/03/22/014002644.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0292011845322334
2016-12-01,2016,12,NA,"Pertussis",466,"https://www.cdctj.com.cn/system/2017/03/22/014002657.shtml","CN","Interpolation",1404052632,14040.52632,"China",0.0331896390049287
2017-01-01,2017,1,NA,"Pertussis",413,"https://www.cdctj.com.cn/system/2017/03/22/014002659.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.029241945532852
2017-02-01,2017,2,NA,"Pertussis",488,"https://www.cdctj.com.cn/system/2017/03/22/014002662.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0345522261986241
2017-03-01,2017,3,NA,"Pertussis",748,"https://www.cdctj.com.cn/system/2017/04/18/014003612.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0529611991733009
2017-04-01,2017,4,NA,"Pertussis",608,"https://www.cdctj.com.cn/system/2017/05/15/014004715.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0430486752638595
2017-05-01,2017,5,NA,"Pertussis",861,"https://www.cdctj.com.cn/system/2017/06/13/014005769.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0609620220430643
2017-06-01,2017,6,NA,"Pertussis",1051,"https://www.cdctj.com.cn/system/2017/07/13/014007041.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0744147330630204
2017-07-01,2017,7,NA,"Pertussis",1224,"https://www.cdctj.com.cn/system/2017/08/17/014008874.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0866637804654015
2017-08-01,2017,8,NA,"Pertussis",1605,"https://www.cdctj.com.cn/system/2017/09/15/014010015.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.113640006247524
2017-09-01,2017,9,NA,"Pertussis",1257,"https://www.cdctj.com.cn/system/2017/10/13/014010717.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0890003039583412
2017-10-01,2017,10,NA,"Pertussis",869,"https://www.cdctj.com.cn/system/2017/11/17/014300899.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0615284519807466
2017-11-01,2017,11,NA,"Pertussis",791,"https://www.cdctj.com.cn/system/2017/12/14/014301710.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0560057600883436
2017-12-01,2017,12,NA,"Pertussis",627,"https://www.cdctj.com.cn/system/2018/01/12/014302831.shtml","CN","Interpolation",1412354727,14123.54727,"China",0.0443939463658552
2018-01-01,2018,1,NA,"Pertussis",649,"https://www.cdctj.com.cn/system/2018/02/22/014305563.shtml","CN","Interpolation",1419008956,14190.08956,"China",0.0457361454454414
2018-02-01,2018,2,NA,"Pertussis",743,"https://www.cdctj.com.cn/system/2018/03/22/014307072.shtml","CN","Interpolation",1419008956,14190.08956,"China",0.0523604870045655
2018-03-01,2018,3,NA,"Pertussis",1602,"https://www.cdctj.com.cn/system/2018/04/24/014309030.shtml","CN","Interpolation",1419008956,14190.08956,"China",0.112895693379965
2018-04-01,2018,4,NA,"Pertussis",1758,"http://www.nhc.gov.cn/jkj/s3578/201805/e3e32b477f3b46948af98bce6b89dc0a.shtml","CN","Interpolation",1419008956,14190.08956,"China",0.123889281499362
2018-05-01,2018,5,NA,"Pertussis",1764,"http://www.nhc.gov.cn/jkj/s3578/201806/8e37d0ab57fb43fb8300ac51e44ee7be.shtml","CN","Interpolation",1419008956,14190.08956,"China",0.124312111811647
