Location,Iso3,Time,Sex,AgeStart,AgeEnd,Age,Value
Brazil,BRA,2023,Both sexes,92,92.0,92,73018.5
Brazil,BRA,2023,Both sexes,93,93.0,93,54709
Brazil,BRA,2023,Both sexes,94,94.0,94,39974.5
Brazil,BRA,2023,Both sexes,95,95.0,95,28266
Brazil,BRA,2023,Both sexes,96,96.0,96,19316.5
Brazil,BRA,2023,Both sexes,97,97.0,97,12817
Brazil,BRA,2023,Both sexes,98,98.0,98,8270.5
Brazil,BRA,2023,Both sexes,99,99.0,99,5140.5
Brazil,BRA,2023,Both sexes,100,,100+,6996
Thailand,THA,2023,Both sexes,0,1.0,0,593254.5
Thailand,THA,2023,Both sexes,1,1.0,1,603314.5
Thailand,THA,2023,Both sexes,2,2.0,2,617263.5
Thailand,THA,2023,Both sexes,3,3.0,3,634280.5
Thailand,THA,2023,Both sexes,4,4.0,4,654214.5
Thailand,THA,2023,Both sexes,5,5.0,5,677671.5
Thailand,THA,2023,Both sexes,6,6.0,6,701027.5
Thailand,THA,2023,Both sexes,7,7.0,7,727312.5
Thailand,THA,2023,Both sexes,8,8.0,8,752958.5
Thailand,THA,2023,Both sexes,9,9.0,9,775930.5
Thailand,THA,2023,Both sexes,10,10.0,10,799345.5
Thailand,THA,2023,Both sexes,11,11.0,11,813989.5
Thailand,THA,2023,Both sexes,12,12.0,12,816974.5
Thailand,THA,2023,Both sexes,13,13.0,13,821447
Thailand,THA,2023,Both sexes,14,14.0,14,830683
Thailand,THA,2023,Both sexes,15,15.0,15,840808.5
Thailand,THA,2023,Both sexes,16,16.0,16,853941.5
Thailand,THA,2023,Both sexes,17,17.0,17,869075
Thailand,THA,2023,Both sexes,18,18.0,18,885402.5
Thailand,THA,2023,Both sexes,19,19.0,19,902101
Thailand,THA,2023,Both sexes,20,20.0,20,918709.5
Thailand,THA,2023,Both sexes,21,21.0,21,931709
Thailand,THA,2023,Both sexes,22,22.0,22,933108
Thailand,THA,2023,Both sexes,23,23.0,23,931176
Thailand,THA,2023,Both sexes,24,24.0,24,957372
Thailand,THA,2023,Both sexes,25,25.0,25,1011288
Thailand,THA,2023,Both sexes,26,26.0,26,1047953
Thailand,THA,2023,Both sexes,27,27.0,27,1044745.5
Thailand,THA,2023,Both sexes,28,28.0,28,1022817.5
Thailand,THA,2023,Both sexes,29,29.0,29,1015659.5
Thailand,THA,2023,Both sexes,30,30.0,30,1024192
Thailand,THA,2023,Both sexes,31,31.0,31,1029584.5
Thailand,THA,2023,Both sexes,32,32.0,32,1027230.5
Thailand,THA,2023,Both sexes,33,33.0,33,1016697
Thailand,THA,2023,Both sexes,34,34.0,34,1006162
Thailand,THA,2023,Both sexes,35,35.0,35,1001339.5
Thailand,THA,2023,Both sexes,36,36.0,36,998792.5
Thailand,THA,2023,Both sexes,37,37.0,37,1003894
Thailand,THA,2023,Both sexes,38,38.0,38,1018242
Thailand,THA,2023,Both sexes,39,39.0,39,1040443.5
Thailand,THA,2023,Both sexes,40,40.0,40,1064955.5
Thailand,THA,2023,Both sexes,41,41.0,41,1076167.5
Thailand,THA,2023,Both sexes,42,42.0,42,1077609
Thailand,THA,2023,Both sexes,43,43.0,43,1075659.5
Thailand,THA,2023,Both sexes,44,44.0,44,1071469.5
Thailand,THA,2023,Both sexes,45,45.0,45,1066947
Thailand,THA,2023,Both sexes,46,46.0,46,1057732
Thailand,THA,2023,Both sexes,47,47.0,47,1052673.5
Thailand,THA,2023,Both sexes,48,48.0,48,1058237
Thailand,THA,2023,Both sexes,49,49.0,49,1071817
Thailand,THA,2023,Both sexes,50,50.0,50,1086635
Thailand,THA,2023,Both sexes,51,51.0,51,1093207.5
Thailand,THA,2023,Both sexes,52,52.0,52,1097722.5
Thailand,THA,2023,Both sexes,53,53.0,53,1099658.5
Thailand,THA,2023,Both sexes,54,54.0,54,1093762
Thailand,THA,2023,Both sexes,55,55.0,55,1081340.5
Thailand,THA,2023,Both sexes,56,56.0,56,1060938.5
Thailand,THA,2023,Both sexes,57,57.0,57,1040981.5
Thailand,THA,2023,Both sexes,58,58.0,58,1024051.5
Thailand,THA,2023,Both sexes,59,59.0,59,1006921
Thailand,THA,2023,Both sexes,60,60.0,60,986994
Thailand,THA,2023,Both sexes,61,61.0,61,957530.5
Thailand,THA,2023,Both sexes,62,62.0,62,927166
Thailand,THA,2023,Both sexes,63,63.0,63,899753
Thailand,THA,2023,Both sexes,64,64.0,64,867046
Thailand,THA,2023,Both sexes,65,65.0,65,828593
Thailand,THA,2023,Both sexes,66,66.0,66,785942
Thailand,THA,2023,Both sexes,67,67.0,67,744212.5
Thailand,THA,2023,Both sexes,68,68.0,68,703880.5
Thailand,THA,2023,Both sexes,69,69.0,69,663646
Thailand,THA,2023,Both sexes,70,70.0,70,626355.5
Thailand,THA,2023,Both sexes,71,71.0,71,589100
Thailand,THA,2023,Both sexes,72,72.0,72,552354
Thailand,THA,2023,Both sexes,73,73.0,73,515946.5
Thailand,THA,2023,Both sexes,74,74.0,74,477032
Thailand,THA,2023,Both sexes,75,75.0,75,435812
Thailand,THA,2023,Both sexes,76,76.0,76,393516.5
Thailand,THA,2023,Both sexes,77,77.0,77,355849.5
Thailand,THA,2023,Both sexes,78,78.0,78,324035.5
Thailand,THA,2023,Both sexes,79,79.0,79,295577.5
Thailand,THA,2023,Both sexes,80,80.0,80,271277.5
Thailand,THA,2023,Both sexes,81,81.0,81,251217
Thailand,THA,2023,Both sexes,82,82.0,82,234285.5
Thailand,THA,2023,Both sexes,83,83.0,83,216692.5
Thailand,THA,2023,Both sexes,84,84.0,84,196816.5
Thailand,THA,2023,Both sexes,85,85.0,85,177135
Thailand,THA,2023,Both sexes,86,86.0,86,158136.5
Thailand,THA,2023,Both sexes,87,87.0,87,139726.5
Thailand,THA,2023,Both sexes,88,88.0,88,121607
Thailand,THA,2023,Both sexes,89,89.0,89,103671.5
Thailand,THA,2023,Both sexes,90,90.0,90,86719.5
Thailand,THA,2023,Both sexes,91,91.0,91,71024
Thailand,THA,2023,Both sexes,92,92.0,92,57380.5
Thailand,THA,2023,Both sexes,93,93.0,93,45914.5
Thailand,THA,2023,Both sexes,94,94.0,94,36065.5
Thailand,THA,2023,Both sexes,95,95.0,95,27732.5
Thailand,THA,2023,Both sexes,96,96.0,96,20725
Thailand,THA,2023,Both sexes,97,97.0,97,15025
Thailand,THA,2023,Both sexes,98,98.0,98,10598.5
Thailand,THA,2023,Both sexes,99,99.0,99,7230.5
Thailand,THA,2023,Both sexes,100,,100+,12514
