Date,Year,Month,Disease,Cases,URL,Country,source_sheet,reporting_frequency,period_start,period_end,interval_days,period_midpoint,config_key,iso3,Week
2016-09-01,2016,9.0,pertussis,1921,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2016-09-01,2016-10-01,30.0,2016-09-16 00:00:00,Australia,AUS,
2016-10-01,2016,10.0,pertussis,1903,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2016-10-01,2016-11-01,31.0,2016-10-16 12:00:00,Australia,AUS,
2016-11-01,2016,11.0,pertussis,2039,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2016-11-01,2016-12-01,30.0,2016-11-16 00:00:00,Australia,AUS,
2016-12-01,2016,12.0,pertussis,1636,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2016-12-01,2017-01-01,31.0,2016-12-16 12:00:00,Australia,AUS,
2017-01-01,2017,1.0,pertussis,1364,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-01-01,2017-02-01,31.0,2017-01-16 12:00:00,Australia,AUS,
2017-02-01,2017,2.0,pertussis,1012,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-02-01,2017-03-01,28.0,2017-02-15 00:00:00,Australia,AUS,
2017-03-01,2017,3.0,pertussis,1053,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-03-01,2017-04-01,31.0,2017-03-16 12:00:00,Australia,AUS,
2017-04-01,2017,4.0,pertussis,843,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-04-01,2017-05-01,30.0,2017-04-16 00:00:00,Australia,AUS,
2017-05-01,2017,5.0,pertussis,1043,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-05-01,2017-06-01,31.0,2017-05-16 12:00:00,Australia,AUS,
2017-06-01,2017,6.0,pertussis,950,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-06-01,2017-07-01,30.0,2017-06-16 00:00:00,Australia,AUS,
2017-07-01,2017,7.0,pertussis,1055,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-07-01,2017-08-01,31.0,2017-07-16 12:00:00,Australia,AUS,
2017-08-01,2017,8.0,pertussis,1097,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-08-01,2017-09-01,31.0,2017-08-16 12:00:00,Australia,AUS,
2017-09-01,2017,9.0,pertussis,977,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-09-01,2017-10-01,30.0,2017-09-16 00:00:00,Australia,AUS,
2017-10-01,2017,10.0,pertussis,1020,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-10-01,2017-11-01,31.0,2017-10-16 12:00:00,Australia,AUS,
2017-11-01,2017,11.0,pertussis,1002,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-11-01,2017-12-01,30.0,2017-11-16 00:00:00,Australia,AUS,
2017-12-01,2017,12.0,pertussis,819,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2017-12-01,2018-01-01,31.0,2017-12-16 12:00:00,Australia,AUS,
2018-01-01,2018,1.0,pertussis,877,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-01-01,2018-02-01,31.0,2018-01-16 12:00:00,Australia,AUS,
2018-02-01,2018,2.0,pertussis,817,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-02-01,2018-03-01,28.0,2018-02-15 00:00:00,Australia,AUS,
2018-03-01,2018,3.0,pertussis,772,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-03-01,2018-04-01,31.0,2018-03-16 12:00:00,Australia,AUS,
2018-04-01,2018,4.0,pertussis,742,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-04-01,2018-05-01,30.0,2018-04-16 00:00:00,Australia,AUS,
2018-05-01,2018,5.0,pertussis,780,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-05-01,2018-06-01,31.0,2018-05-16 12:00:00,Australia,AUS,
2018-06-01,2018,6.0,pertussis,695,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-06-01,2018-07-01,30.0,2018-06-16 00:00:00,Australia,AUS,
2018-07-01,2018,7.0,pertussis,729,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-07-01,2018-08-01,31.0,2018-07-16 12:00:00,Australia,AUS,
2018-08-01,2018,8.0,pertussis,1171,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-08-01,2018-09-01,31.0,2018-08-16 12:00:00,Australia,AUS,
2018-09-01,2018,9.0,pertussis,1207,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-09-01,2018-10-01,30.0,2018-09-16 00:00:00,Australia,AUS,
2018-10-01,2018,10.0,pertussis,1429,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-10-01,2018-11-01,31.0,2018-10-16 12:00:00,Australia,AUS,
2018-11-01,2018,11.0,pertussis,1827,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-11-01,2018-12-01,30.0,2018-11-16 00:00:00,Australia,AUS,
2018-12-01,2018,12.0,pertussis,1535,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2018-12-01,2019-01-01,31.0,2018-12-16 12:00:00,Australia,AUS,
2019-01-01,2019,1.0,pertussis,1315,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-01-01,2019-02-01,31.0,2019-01-16 12:00:00,Australia,AUS,
2019-02-01,2019,2.0,pertussis,835,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-02-01,2019-03-01,28.0,2019-02-15 00:00:00,Australia,AUS,
2019-03-01,2019,3.0,pertussis,935,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-03-01,2019-04-01,31.0,2019-03-16 12:00:00,Australia,AUS,
2019-04-01,2019,4.0,pertussis,793,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-04-01,2019-05-01,30.0,2019-04-16 00:00:00,Australia,AUS,
2019-05-01,2019,5.0,pertussis,985,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-05-01,2019-06-01,31.0,2019-05-16 12:00:00,Australia,AUS,
2019-06-01,2019,6.0,pertussis,841,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-06-01,2019-07-01,30.0,2019-06-16 00:00:00,Australia,AUS,
2019-07-01,2019,7.0,pertussis,959,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-07-01,2019-08-01,31.0,2019-07-16 12:00:00,Australia,AUS,
2019-08-01,2019,8.0,pertussis,1057,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-08-01,2019-09-01,31.0,2019-08-16 12:00:00,Australia,AUS,
2019-09-01,2019,9.0,pertussis,1034,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-09-01,2019-10-01,30.0,2019-09-16 00:00:00,Australia,AUS,
2019-10-01,2019,10.0,pertussis,1020,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-10-01,2019-11-01,31.0,2019-10-16 12:00:00,Australia,AUS,
2019-11-01,2019,11.0,pertussis,1177,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-11-01,2019-12-01,30.0,2019-11-16 00:00:00,Australia,AUS,
2019-12-01,2019,12.0,pertussis,1074,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2019-12-01,2020-01-01,31.0,2019-12-16 12:00:00,Australia,AUS,
2020-01-01,2020,1.0,pertussis,871,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-01-01,2020-02-01,31.0,2020-01-16 12:00:00,Australia,AUS,
2020-02-01,2020,2.0,pertussis,762,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-02-01,2020-03-01,29.0,2020-02-15 12:00:00,Australia,AUS,
2020-03-01,2020,3.0,pertussis,682,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-03-01,2020-04-01,31.0,2020-03-16 12:00:00,Australia,AUS,
2020-04-01,2020,4.0,pertussis,371,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-04-01,2020-05-01,30.0,2020-04-16 00:00:00,Australia,AUS,
2020-05-01,2020,5.0,pertussis,213,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-05-01,2020-06-01,31.0,2020-05-16 12:00:00,Australia,AUS,
2020-06-01,2020,6.0,pertussis,194,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-06-01,2020-07-01,30.0,2020-06-16 00:00:00,Australia,AUS,
2020-07-01,2020,7.0,pertussis,127,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-07-01,2020-08-01,31.0,2020-07-16 12:00:00,Australia,AUS,
2020-08-01,2020,8.0,pertussis,70,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-08-01,2020-09-01,31.0,2020-08-16 12:00:00,Australia,AUS,
2020-09-01,2020,9.0,pertussis,51,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-09-01,2020-10-01,30.0,2020-09-16 00:00:00,Australia,AUS,
2020-10-01,2020,10.0,pertussis,24,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-10-01,2020-11-01,31.0,2020-10-16 12:00:00,Australia,AUS,
2020-11-01,2020,11.0,pertussis,44,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-11-01,2020-12-01,30.0,2020-11-16 00:00:00,Australia,AUS,
2020-12-01,2020,12.0,pertussis,48,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2020-12-01,2021-01-01,31.0,2020-12-16 12:00:00,Australia,AUS,
2021-01-01,2021,1.0,pertussis,40,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-01-01,2021-02-01,31.0,2021-01-16 12:00:00,Australia,AUS,
2021-02-01,2021,2.0,pertussis,54,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-02-01,2021-03-01,28.0,2021-02-15 00:00:00,Australia,AUS,
2021-03-01,2021,3.0,pertussis,53,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-03-01,2021-04-01,31.0,2021-03-16 12:00:00,Australia,AUS,
2021-04-01,2021,4.0,pertussis,48,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-04-01,2021-05-01,30.0,2021-04-16 00:00:00,Australia,AUS,
2021-05-01,2021,5.0,pertussis,52,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-05-01,2021-06-01,31.0,2021-05-16 12:00:00,Australia,AUS,
2021-06-01,2021,6.0,pertussis,57,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-06-01,2021-07-01,30.0,2021-06-16 00:00:00,Australia,AUS,
2021-07-01,2021,7.0,pertussis,38,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-07-01,2021-08-01,31.0,2021-07-16 12:00:00,Australia,AUS,
2021-08-01,2021,8.0,pertussis,51,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-08-01,2021-09-01,31.0,2021-08-16 12:00:00,Australia,AUS,
2021-09-01,2021,9.0,pertussis,38,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-09-01,2021-10-01,30.0,2021-09-16 00:00:00,Australia,AUS,
2021-10-01,2021,10.0,pertussis,41,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-10-01,2021-11-01,31.0,2021-10-16 12:00:00,Australia,AUS,
2021-11-01,2021,11.0,pertussis,48,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-11-01,2021-12-01,30.0,2021-11-16 00:00:00,Australia,AUS,
2021-12-01,2021,12.0,pertussis,30,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2021-12-01,2022-01-01,31.0,2021-12-16 12:00:00,Australia,AUS,
2022-01-01,2022,1.0,pertussis,41,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-01-01,2022-02-01,31.0,2022-01-16 12:00:00,Australia,AUS,
2022-02-01,2022,2.0,pertussis,43,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-02-01,2022-03-01,28.0,2022-02-15 00:00:00,Australia,AUS,
2022-03-01,2022,3.0,pertussis,47,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-03-01,2022-04-01,31.0,2022-03-16 12:00:00,Australia,AUS,
2022-04-01,2022,4.0,pertussis,22,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-04-01,2022-05-01,30.0,2022-04-16 00:00:00,Australia,AUS,
2022-05-01,2022,5.0,pertussis,39,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-05-01,2022-06-01,31.0,2022-05-16 12:00:00,Australia,AUS,
2022-06-01,2022,6.0,pertussis,35,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-06-01,2022-07-01,30.0,2022-06-16 00:00:00,Australia,AUS,
2022-07-01,2022,7.0,pertussis,42,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-07-01,2022-08-01,31.0,2022-07-16 12:00:00,Australia,AUS,
2022-08-01,2022,8.0,pertussis,64,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-08-01,2022-09-01,31.0,2022-08-16 12:00:00,Australia,AUS,
2022-09-01,2022,9.0,pertussis,38,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-09-01,2022-10-01,30.0,2022-09-16 00:00:00,Australia,AUS,
2022-10-01,2022,10.0,pertussis,40,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-10-01,2022-11-01,31.0,2022-10-16 12:00:00,Australia,AUS,
2022-11-01,2022,11.0,pertussis,35,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-11-01,2022-12-01,30.0,2022-11-16 00:00:00,Australia,AUS,
2022-12-01,2022,12.0,pertussis,36,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2022-12-01,2023-01-01,31.0,2022-12-16 12:00:00,Australia,AUS,
2023-01-01,2023,1.0,pertussis,46,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-01-01,2023-02-01,31.0,2023-01-16 12:00:00,Australia,AUS,
2023-02-01,2023,2.0,pertussis,34,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-02-01,2023-03-01,28.0,2023-02-15 00:00:00,Australia,AUS,
2023-03-01,2023,3.0,pertussis,44,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-03-01,2023-04-01,31.0,2023-03-16 12:00:00,Australia,AUS,
2023-04-01,2023,4.0,pertussis,43,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-04-01,2023-05-01,30.0,2023-04-16 00:00:00,Australia,AUS,
2023-05-01,2023,5.0,pertussis,77,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-05-01,2023-06-01,31.0,2023-05-16 12:00:00,Australia,AUS,
2023-06-01,2023,6.0,pertussis,92,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-06-01,2023-07-01,30.0,2023-06-16 00:00:00,Australia,AUS,
2023-07-01,2023,7.0,pertussis,95,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-07-01,2023-08-01,31.0,2023-07-16 12:00:00,Australia,AUS,
2023-08-01,2023,8.0,pertussis,156,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-08-01,2023-09-01,31.0,2023-08-16 12:00:00,Australia,AUS,
2023-09-01,2023,9.0,pertussis,270,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-09-01,2023-10-01,30.0,2023-09-16 00:00:00,Australia,AUS,
2023-10-01,2023,10.0,pertussis,367,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-10-01,2023-11-01,31.0,2023-10-16 12:00:00,Australia,AUS,
2023-11-01,2023,11.0,pertussis,633,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-11-01,2023-12-01,30.0,2023-11-16 00:00:00,Australia,AUS,
2023-12-01,2023,12.0,pertussis,585,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2023-12-01,2024-01-01,31.0,2023-12-16 12:00:00,Australia,AUS,
2024-01-01,2024,1.0,Pertussis,827,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-01-01,2024-02-01,31.0,2024-01-16 12:00:00,Australia,AUS,
2024-02-01,2024,2.0,Pertussis,846,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-02-01,2024-03-01,29.0,2024-02-15 12:00:00,Australia,AUS,
2024-03-01,2024,3.0,Pertussis,1375,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-03-01,2024-04-01,31.0,2024-03-16 12:00:00,Australia,AUS,
2024-04-01,2024,4.0,Pertussis,2038,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-04-01,2024-05-01,30.0,2024-04-16 00:00:00,Australia,AUS,
2024-05-01,2024,5.0,Pertussis,2578,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-05-01,2024-06-01,31.0,2024-05-16 12:00:00,Australia,AUS,
2024-06-01,2024,6.0,Pertussis,4465,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-06-01,2024-07-01,30.0,2024-06-16 00:00:00,Australia,AUS,
2024-07-01,2024,7.0,Pertussis,5233,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-07-01,2024-08-01,31.0,2024-07-16 12:00:00,Australia,AUS,
2024-08-01,2024,8.0,Pertussis,6661,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-08-01,2024-09-01,31.0,2024-08-16 12:00:00,Australia,AUS,
2024-09-01,2024,9.0,Pertussis,8312,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-09-01,2024-10-01,30.0,2024-09-16 00:00:00,Australia,AUS,
2024-10-01,2024,10.0,Pertussis,7940,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-10-01,2024-11-01,31.0,2024-10-16 12:00:00,Australia,AUS,
2024-11-01,2024,11.0,Pertussis,9308,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-11-01,2024-12-01,30.0,2024-11-16 00:00:00,Australia,AUS,
2024-12-01,2024,12.0,Pertussis,6843,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2024-12-01,2025-01-01,31.0,2024-12-16 12:00:00,Australia,AUS,
2025-01-01,2025,1.0,Pertussis,5010,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-01-01,2025-02-01,31.0,2025-01-16 12:00:00,Australia,AUS,
2025-02-01,2025,2.0,Pertussis,2881,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-02-01,2025-03-01,28.0,2025-02-15 00:00:00,Australia,AUS,
2025-03-01,2025,3.0,Pertussis,2362,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-03-01,2025-04-01,31.0,2025-03-16 12:00:00,Australia,AUS,
2025-04-01,2025,4.0,Pertussis,1929,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-04-01,2025-05-01,30.0,2025-04-16 00:00:00,Australia,AUS,
2025-05-01,2025,5.0,Pertussis,2008,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-05-01,2025-06-01,31.0,2025-05-16 12:00:00,Australia,AUS,
2025-06-01,2025,6.0,Pertussis,1756,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-06-01,2025-07-01,30.0,2025-06-16 00:00:00,Australia,AUS,
2025-07-01,2025,7.0,Pertussis,1572,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-07-01,2025-08-01,31.0,2025-07-16 12:00:00,Australia,AUS,
2025-08-01,2025,8.0,Pertussis,1692,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-08-01,2025-09-01,31.0,2025-08-16 12:00:00,Australia,AUS,
2025-09-01,2025,9.0,Pertussis,1710,https://nindss.health.gov.au/pbi-dashboard/,AU,AU,monthly,2025-09-01,2025-10-01,30.0,2025-09-16 00:00:00,Australia,AUS,
2015-01-01,2015,1.0,Pertussis,275,https://www.cdctj.com.cn/system/2015/02/12/013081051.shtml,CN,CN,monthly,2015-01-01,2015-02-01,31.0,2015-01-16 12:00:00,China,CHN,
2015-02-01,2015,2.0,Pertussis,315,https://www.cdctj.com.cn/system/2015/03/12/013081196.shtml,CN,CN,monthly,2015-02-01,2015-03-01,28.0,2015-02-15 00:00:00,China,CHN,
2015-03-01,2015,3.0,Pertussis,498,https://www.cdctj.com.cn/system/2015/04/14/013081323.shtml,CN,CN,monthly,2015-03-01,2015-04-01,31.0,2015-03-16 12:00:00,China,CHN,
2015-04-01,2015,4.0,Pertussis,507,https://www.cdctj.com.cn/system/2015/05/25/013081484.shtml,CN,CN,monthly,2015-04-01,2015-05-01,30.0,2015-04-16 00:00:00,China,CHN,
2015-05-01,2015,5.0,Pertussis,573,https://www.cdctj.com.cn/system/2015/06/15/013081604.shtml,CN,CN,monthly,2015-05-01,2015-06-01,31.0,2015-05-16 12:00:00,China,CHN,
2015-06-01,2015,6.0,Pertussis,723,https://www.cdctj.com.cn/system/2015/07/17/013081743.shtml,CN,CN,monthly,2015-06-01,2015-07-01,30.0,2015-06-16 00:00:00,China,CHN,
2015-07-01,2015,7.0,Pertussis,877,https://www.cdctj.com.cn/system/2015/08/13/013081861.shtml,CN,CN,monthly,2015-07-01,2015-08-01,31.0,2015-07-16 12:00:00,China,CHN,
2015-08-01,2015,8.0,Pertussis,999,https://www.cdctj.com.cn/system/2015/09/22/013082001.shtml,CN,CN,monthly,2015-08-01,2015-09-01,31.0,2015-08-16 12:00:00,China,CHN,
2015-09-01,2015,9.0,Pertussis,763,https://www.cdctj.com.cn/system/2015/11/03/013082122.shtml,CN,CN,monthly,2015-09-01,2015-10-01,30.0,2015-09-16 00:00:00,China,CHN,
2015-10-01,2015,10.0,Pertussis,466,https://www.cdctj.com.cn/system/2015/11/11/013082155.shtml,CN,CN,monthly,2015-10-01,2015-11-01,31.0,2015-10-16 12:00:00,China,CHN,
2015-11-01,2015,11.0,Pertussis,377,https://www.cdctj.com.cn/system/2015/12/11/013082233.shtml,CN,CN,monthly,2015-11-01,2015-12-01,30.0,2015-11-16 00:00:00,China,CHN,
2015-12-01,2015,12.0,Pertussis,446,https://www.cdctj.com.cn/system/2016/01/12/013082310.shtml,CN,CN,monthly,2015-12-01,2016-01-01,31.0,2015-12-16 12:00:00,China,CHN,
2016-01-01,2016,1.0,Pertussis,332,https://www.cdctj.com.cn/system/2016/02/04/013082403.shtml,CN,CN,monthly,2016-01-01,2016-02-01,31.0,2016-01-16 12:00:00,China,CHN,
2016-02-01,2016,2.0,Pertussis,384,https://www.cdctj.com.cn/system/2016/03/17/013082581.shtml,CN,CN,monthly,2016-02-01,2016-03-01,29.0,2016-02-15 12:00:00,China,CHN,
2016-03-01,2016,3.0,Pertussis,527,https://www.cdctj.com.cn/system/2016/04/14/013082695.shtml,CN,CN,monthly,2016-03-01,2016-04-01,31.0,2016-03-16 12:00:00,China,CHN,
2016-04-01,2016,4.0,Pertussis,433,https://www.cdctj.com.cn/system/2016/05/12/013082811.shtml,CN,CN,monthly,2016-04-01,2016-05-01,30.0,2016-04-16 00:00:00,China,CHN,
