optimization_constraint,strategy,mean_absolute_regret_infant_cases_per_100k,median_absolute_regret_infant_cases_per_100k,maximum_absolute_regret_infant_cases_per_100k,mean_relative_regret_vs_best,mean_standardized_regret_vs_current,median_standardized_regret_vs_current,maximum_standardized_regret_vs_current,probability_best_in_draw,probability_within_10_percent_of_best,median_infant_cases_per_100k,n_decision_cells,strategy_label,sensitivity_source
program_only,current,528.8372387134287,356.9926690621825,3640.1892221285734,0.9497066417225563,0.35893263591153357,0.3226067769313169,0.9914892473385465,0.0,0.0,1246.484595073373,1280,Current practice,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_only,higher_child_coverage,567.983601342044,367.7505812408249,3984.618336989727,0.9821032318920737,0.3728688889335844,0.3487185724569079,1.1671018854294406,0.0,0.00078125,1256.4140516733978,1280,Nominal coverage floor,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,timeliness_only,11.467759287304098,0.0,245.84606395533888,0.2723177223506164,0.04105394519029855,0.0,0.7021960777961682,0.69140625,0.82578125,873.9019366471598,1280,Routine timeliness,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,pregnancy_tdap_scaleup,289.84881262576323,198.80585434660907,2042.8020468326276,0.7005000621086535,0.2226487727763405,0.18945381505943756,1.6647444544260699,0.0,0.009375,1074.2142862434102,1280,Pregnancy Tdap scale-up,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,maternal_immunization,328.8549126178096,110.22382022260928,3287.3235622362954,0.21760981522228834,0.12833931897910353,0.1129598167011511,0.6625341628496396,0.26796875,0.396875,1012.6263740013276,1280,Infant-exposure reduction,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,cocooning_adjunct,338.6988107062191,197.97089469087263,2758.381954275208,0.27591257956085197,0.16443577848556573,0.16861249863182837,0.5547886818919081,0.003125,0.053125,1074.7222134955887,1280,Close-contact adult adjunct,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,targeted_pep_high_risk,390.31423844851554,262.83524568189205,2854.0820636956796,0.8209443793362963,0.28348199820976305,0.25634073799669166,2.49322771837489,0.0,0.00625,1137.2306634451688,1280,Targeted high-risk PEP,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,resistance_guided_treatment,434.0276666485016,271.96685239312256,3298.1533696719553,0.5906635580215868,0.2603533458006181,0.27115807757178234,0.883488990150587,0.03671875,0.06640625,1180.6399103550084,1280,Resistance-guided management,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,adolescent_booster,524.1403282823501,363.57865143512515,3640.3872909583524,0.623306052862582,0.30604009658859843,0.30027640973140046,0.995500393892323,0.00078125,0.00234375,1245.1915915060963,1280,Adolescent booster,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,current,530.1964875804807,361.5527195640241,3640.1892221285734,0.9833671507298867,0.36102582243845827,0.32427785222524336,0.9914892473385465,0.0,0.0,1246.484595073373,1280,Current practice,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
program_plus_resistance,higher_child_coverage,569.342850209096,377.9209052775483,3984.618336989727,1.0159035336531013,0.37496207546050914,0.3500388374254624,1.1671018854294406,0.0,0.00078125,1256.4140516733978,1280,Nominal coverage floor,"128-sample selected-parameter Latin-hypercube rank analysis including program, resistance-management, and future product-target profiles."
