country,strategy,total_infections,reported_cases,total_infant_cases,resistant_infections,relative_reduction_infant_cases,relative_reduction_total_infections
Japan,combined_strategy,247708.0704235307,3421.329005902933,519.5290393925023,175260.0973909285,0.9937241247057642,0.9910042611442353
New_Zealand,current,3327226.3041423783,51035.994672148634,21540.81319681735,2957053.8588813795,0.0,0.0
New_Zealand,higher_child_coverage,3343222.6483726194,51731.26069458634,22261.49622784587,2975962.440662195,-0.033456630650090746,-0.004807711519449587
New_Zealand,adolescent_booster,3334592.8026459543,51174.24065732563,21601.166890486656,2965841.2652338045,-0.0028018298621252935,-0.0022140058505804028
New_Zealand,maternal_immunization,3182266.5903616888,46631.10096278692,18455.99604953397,2812645.4069889626,0.14320801722282062,0.04356773496296762
New_Zealand,maternal_direct_antibody_only,3314904.5944140605,49906.35970325063,20441.691881091392,2941449.8694620333,0.0510250613885066,0.0037032977627573516
New_Zealand,maternal_adult_boosting_only,3201603.3231349927,48192.379425057254,20352.93573700662,2836850.232161653,0.055145432484704826,0.03775606752416738
New_Zealand,maternal_cocooning_only,3320009.099514906,50484.89791884336,20550.28136912441,2948114.4356064545,0.0459839569956112,0.0021691354803510254
New_Zealand,resistance_guided_treatment,2882500.813562653,42854.94815158698,17072.85268279456,66174.24659406717,0.20741837706864896,0.13366253146834184
New_Zealand,next_generation_vaccine,1588469.1906574548,20199.625964263352,7460.045238450806,1268590.8110503654,0.6536785695930446,0.522584565804911
New_Zealand,combined_strategy,1713367.2706647278,22245.34328064187,7212.924237337445,10597.50075228381,0.6651507920600159,0.48504636774132404
Sweden,current,2457347.466177688,35566.755107319375,10269.609073714213,1904827.8011596513,0.0,0.0
Sweden,higher_child_coverage,2452570.6529388456,35670.54890410821,10741.026295177693,1901571.377972492,-0.04590410580185633,0.0019438900296312456
Sweden,adolescent_booster,2458581.928783942,35587.59197143372,10274.649122547818,1905994.9161006503,-0.000490773192769911,-0.0005023557405881007
Sweden,maternal_immunization,2005662.2269233519,27869.83445010678,7654.424322816158,1466275.5688118439,0.25465280441801863,0.18381008199744564
Sweden,maternal_direct_antibody_only,2405170.238580866,34260.82626774903,9780.058772813296,1848623.038179464,0.047669808790867796,0.021233150099844056
Sweden,maternal_adult_boosting_only,2066576.851715548,29410.727475541542,8536.18800020625,1532946.669816472,0.16879133967667537,0.15902131051493873
Sweden,maternal_cocooning_only,2436397.2075960664,34979.05459635884,9651.634550173683,1882020.7564156211,0.060175077659214815,0.008525558094642949
Sweden,resistance_guided_treatment,1867827.5656904876,26633.477692595166,7389.053186610329,4134.349304322408,0.280493236541678,0.2399009129157369
Sweden,next_generation_vaccine,4890.669585777079,63.17396363234418,17.93585197356533,51.74361305935358,0.998253501974143,0.9980097769431914
Sweden,combined_strategy,11458.078240063856,148.61649481802857,36.75239051457463,80.59117498517648,0.9964212473667917,0.9953372168983955
United_States,current,7418543.455945171,117714.81070870621,29055.36574525494,0.0,0.0,0.0
United_States,higher_child_coverage,7408708.694974154,118230.3969342651,30437.154738380414,0.0,-0.0475571020251615,0.00132569971847174
United_States,adolescent_booster,7661498.971720794,121586.88214912545,30005.198206730354,0.0,-0.03269043211512601,-0.032749759736315776
United_States,maternal_immunization,2173243.73607776,33360.20043531923,7819.608559222711,0.0,0.7308721346762004,0.7070525030980122
United_States,maternal_direct_antibody_only,6756544.331262704,105618.00525251619,25791.321877140912,0.0,0.11233876374958673,0.08923572782362632
United_States,maternal_adult_boosting_only,2427767.6051615756,38088.61273553132,9481.582269694796,0.0,0.6736719009898114,0.6727433599898942
United_States,maternal_cocooning_only,7088890.207569527,111562.30703395577,26177.437699214686,0.0,0.09904979587153373,0.04443638435675157
United_States,resistance_guided_treatment,3646164.5780971497,57613.22740009629,14132.364360542682,0.0,0.5136056973280176,0.5085066765801395
United_States,next_generation_vaccine,56444.49369696894,868.7999244438341,243.83804588566625,0.0,0.9916078135782721,0.9923914318178274
United_States,combined_strategy,82443.11880994866,1270.2539518598298,311.4924423437012,0.0,0.9892793487758945,0.9888868860444728
Brazil,current,2857035.1211064863,45073.31950099922,11159.71904701018,128561.16368513409,0.0,0.0
Brazil,higher_child_coverage,3325917.366148431,52941.14888625637,13283.184511710242,183034.5788289564,-0.19027947350242336,-0.16411497414856902
Brazil,adolescent_booster,602744.4015184576,9296.844078291415,2382.825926175536,8589.796057264255,0.7864797566911934,0.7890315043502076
Brazil,maternal_immunization,434650.8838164753,6624.979456055475,1550.9268511567102,5616.249808947182,0.8610245612256501,0.8478664540714006
Brazil,maternal_direct_antibody_only,2842792.7705017515,44347.148099116224,10658.454596562447,126560.25213944651,0.04491730018794937,0.0049850106845095166
Brazil,maternal_adult_boosting_only,453363.737444666,7039.605921515293,1781.794561220865,5934.53844061367,0.8403369696212711,0.8413167083262578
Brazil,maternal_cocooning_only,2663557.1447397536,41675.55094340953,9784.044189397147,109398.53266513327,0.12327145977582576,0.06771984528205643
Brazil,resistance_guided_treatment,1210079.5305258734,19025.82498205722,4683.109777707519,4247.470727010801,0.5803559428351219,0.5764561934901143
Brazil,next_generation_vaccine,47709.794304317984,714.949655195611,191.93921835717907,494.4621519065124,0.9828007123164447,0.9833009423118885
Brazil,combined_strategy,42932.91274653528,644.4451649902799,163.6210681725729,381.2686948512156,0.9853382448533586,0.9849729139031697
Thailand,current,625450.9911922986,9062.469248645166,2021.2380243883108,15328.163248626643,0.0,0.0
Thailand,higher_child_coverage,685943.7793632159,9996.386934771017,2196.9856655841018,18360.60471411303,-0.0869504922602955,-0.09671867024401037
Thailand,adolescent_booster,182096.28203449998,2587.68751546002,599.0446323269948,2363.670641829078,0.7036248946937933,0.7088560341276788
Thailand,maternal_immunization,121082.24301163471,1684.3900184832705,335.56524765181166,1439.4217048602623,0.8339803409579314,0.8064081043651152
Thailand,maternal_direct_antibody_only,598599.0444466856,8522.301356606033,1720.6112615989412,14068.362304275348,0.14873397351623074,0.04293213556896769
Thailand,maternal_adult_boosting_only,126845.03122845682,1807.6825349592077,417.02125173888896,1522.1612565741675,0.7936802856926797,0.7971942917755205
Thailand,maternal_cocooning_only,591098.5703339013,8501.995786164374,1800.262582749642,13773.053803219613,0.10932677842608018,0.05492424081527347
Thailand,resistance_guided_treatment,302678.37358444213,4378.967713597978,974.1454655807981,1332.4164956139393,0.5180451516215638,0.5160638038042826
Thailand,next_generation_vaccine,21247.185909066935,293.52289726656517,71.02543273598252,220.86937357226464,0.964860431142207,0.966029015529157
Thailand,combined_strategy,16855.006852776023,229.81365621141086,48.734983125373915,149.9204754813486,0.9758885482375967,0.9730514347404817
South_Africa,current,2361482.232958501,36341.05117405046,13237.19353985251,844077.9730416605,0.0,0.0
South_Africa,higher_child_coverage,1313792.3115610883,19283.91194303454,6802.933094133809,215178.86904169156,0.48607436510975055,0.44365776154277936
South_Africa,adolescent_booster,304955.7030590471,4608.944307298715,1737.067336729135,11965.434777402508,0.8687737448652209,0.8708625884188873
South_Africa,maternal_immunization,399182.06383273425,5806.764307812802,1767.5910818720422,19276.66524171972,0.8664678372684927,0.8309612250045884
South_Africa,maternal_direct_antibody_only,1689769.9090598423,24912.212673919195,7897.795129732046,389794.31504289585,0.403363325771843,0.2844452160273623
South_Africa,maternal_adult_boosting_only,683009.6249198399,10458.819167019079,3825.7191173553456,57452.58049317557,0.7109871434728624,0.7107707966686012
South_Africa,maternal_cocooning_only,2214782.4578584163,33793.8814595752,11734.147044516994,731192.8220135231,0.11354721760397124,0.062121905069892125
South_Africa,resistance_guided_treatment,1033313.7835014022,15928.863337214207,5765.297196255833,4075.044017340945,0.5644622722408219,0.5624299988033995
South_Africa,next_generation_vaccine,12739.676892242638,196.5145870180538,80.65000848168222,264.63447876534525,0.9939073181759507,0.9946052200967516
South_Africa,combined_strategy,12223.557187616425,172.61440496495433,56.793411291162954,216.20901563777997,0.995709557987486,0.9948237776185584
