country,scenario_key,scenario_label,relative_reduction_infant_cases,reduction_q025,reduction_q975,current_rate_q025,current_rate_q975,intervention_rate_q025,intervention_rate_q975
United_Kingdom,combined_strategy,Combined strategy,0.7952357067664826,0.7385294643904065,0.8396625317028843,1106.4288012370496,1411.754920779095,226.3572098537152,289.2985312733319
Japan,higher_child_coverage,Higher child coverage,-0.02003909005256021,-0.30245814047829267,0.20113961941250325,383.8775726642901,490.1642476091712,391.5727973954465,499.9844694636519
Japan,adolescent_booster,Adolescent booster,0.03913101784695116,-0.2269326684521693,0.24750775298555105,383.8775726642901,490.1642476091712,368.84479608957196,470.991934587939
Japan,maternal_immunization,Household/adult transmission proxy,0.37783545815358144,0.20531089949575843,0.512925345828742,383.8775726642901,490.1642476091712,238.7465813913519,305.0633229243363
Japan,resistance_guided_treatment,Resistance-guided treatment,0.31793495992913645,0.12886739224810195,0.4659884752114236,383.8775726642901,490.1642476091712,261.7533572626188,334.40827093251175
Japan,next_generation_vaccine,Upper-bound vaccine,0.8006990383778351,0.7449782138762884,0.8442949275557309,383.8775726642901,490.1642476091712,76.32105968357665,97.89714423368218
Japan,combined_strategy,Combined strategy,0.9937241247057642,0.9914499465599699,0.9954501067710899,383.8775726642901,490.1642476091712,2.2301949912507917,3.2821737607087123
New_Zealand,higher_child_coverage,Higher child coverage,-0.03345663065009074,-0.3237683292757356,0.19316450527531503,1341.1236568950324,1717.9653975997394,1386.115461492276,1775.3370226401018
New_Zealand,adolescent_booster,Adolescent booster,-0.00280182986212529,-0.28457642930344584,0.2171710949796649,1341.1236568950324,1717.9653975997394,1344.8729710658286,1722.7758384286003
New_Zealand,maternal_immunization,Household/adult transmission proxy,0.14320801722282062,-0.09790062093155916,0.3313979832052232,1341.1236568950324,1717.9653975997394,1148.6351296188263,1472.4204956510594
New_Zealand,resistance_guided_treatment,Resistance-guided treatment,0.20741837706864896,-0.015824453103304048,0.3816347545434927,1341.1236568950324,1717.9653975997394,1062.330094772549,1362.3462053092994
New_Zealand,next_generation_vaccine,Upper-bound vaccine,0.6536785695930446,0.554699863415641,0.7308214950889085,1341.1236568950324,1717.9653975997394,462.4393572148866,597.2025475918729
New_Zealand,combined_strategy,Combined strategy,0.6651507920600159,0.5693638561472179,0.7397982288764765,1341.1236568950324,1717.9653975997394,447.0176391843804,577.5363200350184
Sweden,higher_child_coverage,Higher child coverage,-0.04590410580185633,-0.34597892399707364,0.18719296734717894,358.95430441692054,462.00186291176135,375.5183632733842,483.1449284232047
Sweden,adolescent_booster,Adolescent booster,-4.9077319276991e-4,-0.2877426509015759,0.22261484113151642,358.95430441692054,462.00186291176135,359.15339159719497,462.24076752237653
Sweden,maternal_immunization,Household/adult transmission proxy,0.25465280441801863,0.03926788702841988,0.42178746886230656,358.95430441692054,462.00186291176135,267.1352665445392,344.85892734271187
Sweden,resistance_guided_treatment,Resistance-guided treatment,0.280493236541678,0.07243483070651024,0.4419546668176897,358.95430441692054,462.00186291176135,257.8179835194419,332.95351014510777
Sweden,next_generation_vaccine,Upper-bound vaccine,0.998253501974143,0.996117581806858,0.9994828923552602,358.95430441692054,462.00186291176135,0.23890469519568788,1.3936107219748461
Sweden,combined_strategy,Combined strategy,0.9964212473667916,0.9933444259612201,0.9984486770673204,358.95430441692054,462.00186291176135,0.7167140848756728,2.389046949585576
United_States,higher_child_coverage,Higher child coverage,-0.0475571020251615,-0.3403290751677568,0.18124618093454292,26.936324008612917,34.466535664282134,28.219607705086776,36.1035382468832
United_States,adolescent_booster,Adolescent booster,-0.03269043211512601,-0.32133505582652533,0.1928833213990464,26.936324008612917,34.466535664282134,27.818515788236706,35.59190918768192
United_States,maternal_immunization,Household/adult transmission proxy,0.7308721346762004,0.6542384796404321,0.7906536341902771,26.936324008612917,34.466535664282134,7.215443983368668,9.313544342115932
United_States,resistance_guided_treatment,Resistance-guided treatment,0.5136056973280176,0.37663657159073805,0.6205558939137483,26.936324008612917,34.466535664282134,13.078123815023444,16.791119282751662
United_States,next_generation_vaccine,Upper-bound vaccine,0.991607813578272,0.987962637272293,0.9943188759905698,26.936324008612917,34.466535664282134,0.19580866328423777,0.3242423026427163
United_States,combined_strategy,Combined strategy,0.9892793487758944,0.9849142142080518,0.9925473426796226,26.936324008612917,34.466535664282134,0.2568672793264586,0.40635561401644676
Brazil,higher_child_coverage,Higher child coverage,-0.19027947350242336,-0.5299999992322308,0.07385957999667814,17.67552512873406,22.734693290580896,21.055518392785295,27.043553433392386
Brazil,adolescent_booster,Adolescent booster,0.7864797566911934,0.7217346941345967,0.8365727887269268,17.67552512873406,22.734693290580896,3.7154675236282864,4.918485406278805
Brazil,maternal_immunization,Household/adult transmission proxy,0.8610245612256501,0.817346938803303,0.8946449821659714,17.67552512873406,22.734693290580896,2.3952140170803196,3.2284887730224185
Brazil,resistance_guided_treatment,Resistance-guided treatment,0.5803559428351219,0.4574489794637201,0.6756842522042578,17.67552512873406,22.734693290580896,7.373219055441587,9.589874197109324
Brazil,next_generation_vaccine,Upper-bound vaccine,0.9828007123164448,0.974795918421818,0.9886552955421699,17.67552512873406,22.734693290580896,0.2579183763210526,0.4454953772818181
Brazil,combined_strategy,Combined strategy,0.9853382448533586,0.9781632652651734,0.990559301846636,17.67552512873406,22.734693290580896,0.21463137696568457,0.3859757535349285
Thailand,higher_child_coverage,Higher child coverage,-0.0869504922602955,-0.4454649837799074,0.18232758564037155,13.411470555713054,17.861430361225192,14.604798887379374,19.385811069278475
Thailand,adolescent_booster,Adolescent booster,0.7036248946937933,0.5901262916135963,0.7874999999972871,13.411470555713054,17.861430361225192,3.7955539518088095,5.497009171585172
Thailand,maternal_immunization,Household/adult transmission proxy,0.8339803409579314,0.7629161880341695,0.8857758619460359,13.411470555713054,17.861430361225192,2.0402064874218535,3.1796425634159453
Thailand,resistance_guided_treatment,Resistance-guided treatment,0.5180451516215638,0.3461538459699435,0.6461206895556393,13.411470555713054,17.861430361225192,6.3207906597803385,8.769038442740325
Thailand,next_generation_vaccine,Upper-bound vaccine,0.964860431142207,0.9408725602863871,0.9810344827620983,13.411470555713054,17.861430361225192,0.3387512654093981,0.7929859167538184
Thailand,combined_strategy,Combined strategy,0.9758885482375969,0.9563719862390573,0.9883620689698719,13.411470555713054,17.861430361225192,0.20787009464337422,0.5851158219591274
South_Africa,higher_child_coverage,Higher child coverage,0.48607436510975055,0.3378320299170111,0.60125819857535,41.58831063587832,53.41808110730628,21.30002188937537,27.538447232940324
South_Africa,adolescent_booster,Adolescent booster,0.8687737448652209,0.8280753031641195,0.9001472360644036,41.58831063587832,53.41808110730628,5.333943042700397,7.150057697989808
South_Africa,maternal_immunization,Household/adult transmission proxy,0.8664678372684927,0.8251525832823718,0.898340249028821,41.58831063587832,53.41808110730628,5.430468822726997,7.271608680333583
South_Africa,resistance_guided_treatment,Resistance-guided treatment,0.5644622722408219,0.43823605242866603,0.6625619059283785,41.58831063587832,53.41808110730628,18.025295477812723,23.362813555633902
South_Africa,next_generation_vaccine,Upper-bound vaccine,0.9939073181759508,0.9901143299358258,0.9965868023064932,41.58831063587832,53.41808110730628,0.18232647122701434,0.4111283174726794
South_Africa,combined_strategy,Combined strategy,0.995709557987486,0.9926072380285637,0.9977914603128588,41.58831063587832,53.41808110730628,0.11797595213641476,0.30745248132520214
