analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,implementation_uptake,pep_restored,pep_coverage_multiplier,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,59391.56812537302,323653.6469296848,4622.307887322975,1222.6928730443308,2588.682819845201,1.598774490690338,1.4703845187081477,6100.3861510349725,0.018848501195354393,0.01,0.030495091925251763,10664034.730135737,92215.69657455389,5.0,607.0003617206246,8.66896630458393,265.18107403891196,561.440821032528,0.02998442017770863,0.3189011357777646,1017.4727420733858,6643.691941723695,2296.259227746661,297.270264614713,0.0,1825.0,2,3.9452054794520546,0.8164965274181628,0.18350347258183716,5.449488153713436,0.4782446805353824,0.3717112290127468,0.0002753675984511308,0.023850936569700644,0.037059843974559976,0.41705853239267066,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,5.954795201043958,1.455795877423986,0.4557958774239861,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,61113.2053501671,333085.09020386555,4739.652367088725,1246.0927529222804,2638.136292858798,1.630350171484785,1.4984046071771757,3588.149870152656,0.010772472187081446,0.01,0.011636193148812661,10664034.732384598,92215.69694157125,5.0,624.6886822158426,8.889041504516717,270.25610481734293,572.1664272689598,0.0305766103055484,0.32497821019052303,1014.129604617366,7863.436560010554,2352.741552920462,296.29351580216576,1800.0,1825.0,2,3.041095890410959,0.8165237437894243,0.18347625621057556,5.450296516036935,0.47672159017970217,0.3704964421571833,0.0002726604523881073,0.02380645517492053,0.03697108432432705,0.41567139022806654,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,5.954795201043958,1.4927535212224166,0.49275352122241656,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,60084.07563537916,327499.17504042335,4654.005814253911,1221.1395116973094,2585.2510396596,1.598007927145481,1.468303795389635,2064.47609648621,0.006303759684986659,0.01,0.003914853096622711,10664034.730126133,92215.69646846573,5.0,614.2125064826186,8.728414586097028,264.84417695959013,560.6965275252587,0.029970043563925637,0.31844986301041256,998.6761313310425,8721.861180382894,2225.095010089288,291.77854653869167,1800.0,1825.0,2,3.041095890410959,0.816536711495646,0.18346328850435412,5.45068175847217,0.47622391147032783,0.37013241053277773,0.00027173004357018655,0.02377028525638657,0.036930373182266836,0.4152515229881042,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,5.954795201043958,1.4657791395692021,0.46577913956920214,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,46407.75523618946,252878.53281709456,3633.35412296299,970.6435064399967,2054.826459130655,1.2674423293177723,1.16686896878281,5459.218473388185,0.021588303335090934,0.009999999999999998,0.037595008551488736,10664034.721848456,92215.6960983466,5.0,474.2642712874845,6.814220354176042,210.5158985960092,445.65655220760135,0.023770408900133055,0.2530738297606868,1048.8173386881103,5259.583166594031,1483.4118816388723,306.42806894922467,0.0,1825.0,2,4.8493150684931505,0.8164820290627204,0.1835179709372796,5.449057631210227,0.48147341087341766,0.3743435883321275,0.0002796239122303548,0.023944932145740883,0.03720203007938935,0.42004682473605703,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,5.954795201043958,1.1443248884498016,0.14432488844980162,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,59864.92621466831,326310.70630545344,4637.338215081041,1216.661749669245,2575.75187272084,1.592109855408716,1.4628893204254698,3720.750294443257,0.011402476910948584,0.01,0.013077933230318022,10664034.71940198,92215.6963866216,5.0,611.9835782450498,8.697155133307922,263.8730275523365,558.6363219384684,0.029859427455014867,0.31727555671047386,1000.8722386423456,8688.399381443985,2193.7515277451043,292.4201726730837,1800.0,1825.0,2,3.041095890410959,0.816540110214374,0.18345988978562613,5.450782736043858,0.476326841681912,0.37020658897601794,0.00027171110871399305,0.023779469137579518,0.036935056342706246,0.4153406050929122,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,5.954795201043958,1.4605296806484949,0.46052968064849487,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,85708.92423344222,467217.8721715441,6681.2216083343865,1768.9415771443437,3746.421583488151,2.314723575027639,2.129462188759074,6432.607300053374,0.013767896485114705,0.01,0.018184319440144904,10664034.708598508,92215.69671499298,5.0,876.2497214957901,12.530382338210615,383.65303091761785,812.5344636427901,0.04341177871751029,0.46184375645732184,1520.889773539386,9504.268379739824,2185.045421461516,444.35126939661745,1440.0,1825.0,2,3.041095890410959,0.8165546967733004,0.18344530322669944,5.451216152229377,0.4802622331311775,0.37321279344682723,0.00027643572828239967,0.02407832491199638,0.03712138899609186,0.41878608349480684,,True,Sweden,SWE,2025,False,exact_year,2025,low_imported_model_anchor,https://www.folkhalsomyndigheten.se/contentassets/975cc036216b48a39b7bf34319d4ecee/pertussis-surveillance-sweden-23rd-annual-report.pdf,"No public Swedish MRBP prevalence estimate was located in the accessible national surveillance material, so keep a conservative low anchor pending numeric reporting.",Sweden,SWE,2,relative_detection_prior_mean,Sweden,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Sweden_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,2149.0165326214287,2149.0165326214287,True,3.202340290308184e-05,1.4235413699758381e-16,Sweden,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",5.954795201043958,2.1042507618085446,1.1042507618085446,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,281422.64483688015,1533064.8405434547,23848.123606461522,5917.22861612347,12490.136185456882,7.876535850574465,7.289699807255068,0.0,0.0,0.0,0.0,349191959.8804459,3517365.064377742,5.0,87.80642263747056,1.3659033624157033,33.645803081690005,71.01984557674292,0.004511292787652489,0.04144977660170564,123.62885375232754,20373.035072392013,1857.417743755969,1182.7452531383087,30.0,1825.0,2,2.958904109589041,0.8164313488938154,0.18356865110618473,5.447553239477437,0.4640532496969839,0.3563436513397042,0.00026715906713062077,0.023772555278479237,0.03790120219372101,0.40211233315765305,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,1.438792831407114,0.9493398442080602,0.05066015579193983,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,242345.821769726,1320069.8049769094,20510.280009294052,5076.383455386669,10715.046246207321,6.758492537237258,6.2534370209321555,0.0,0.0,0.0,0.0,349191960.0587174,3517365.0831992505,5.0,75.60711333416363,1.1747280782664755,28.86469465244932,60.92655151089039,0.0038709325014818796,0.03555750894783027,105.53429834949297,22442.373914128984,1327.4789452318391,1009.6363970981074,30.0,1825.0,2,2.958904109589041,0.816414388954253,0.183585611045747,5.447049985583096,0.4633575540822977,0.3558240877904874,0.00026615067542428686,0.023742796195786762,0.03786354303104899,0.40148506418003754,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,1.438792831407114,0.8164678420850987,0.1835321579149013,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,205651.2231786076,1120053.489686855,17385.971192887548,4293.945647454633,9063.324056757549,5.717638198996952,5.289273211236446,0.0,0.0,0.0,0.0,349191959.52169394,3517365.0518088914,5.0,64.1511615113389,0.9957830195576094,24.41569518208732,51.53473650451216,0.003274782275530452,0.03007520193854378,88.5488433288872,22924.527831804357,923.9170419745208,847.1381949422904,30.0,1825.0,2,2.958904109589041,0.8163916053365419,0.1836083946634581,5.446374071473873,0.46271518278928153,0.3553501204145042,0.00026530713273409146,0.023720670301472523,0.03783312304789819,0.40089608230717677,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,1.438792831407114,0.6920961780048287,0.3079038219951713,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,171080.45258659695,931646.3471492906,14450.766581062619,3562.7045198475466,7519.740541717856,4.7444741226043305,4.388300408992901,0.0,0.0,0.0,0.0,349191959.68136793,3517365.045655813,5.0,53.36012593184579,0.8276689185082446,20.25780363199851,42.757805596580035,0.002717401699015972,0.024952203436562563,73.05653509790783,22109.703620062977,619.8629669259118,698.9247851607964,30.0,1825.0,2,2.958904109589041,0.8163676022451228,0.18363239775487722,5.445662161068419,0.4621519921836246,0.35493513691393996,0.00026462084016837977,0.023702585672236934,0.037808983577157965,0.40037580209406126,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,1.438792831407114,0.5752523229482587,0.4247476770517413,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,140073.9907055194,762702.0027295181,11823.604403409347,2910.930365695238,6143.9519714314465,3.8768236532909124,3.5853215355620716,0.0,0.0,0.0,0.0,349191959.47766006,3517365.071187837,5.0,43.683823869851324,0.6771979756404313,16.551767057334185,34.934968916130124,0.0022204541359371914,0.020386405522309258,59.40165865349683,20461.002230520506,403.73134158375973,568.2899063407579,30.0,1825.0,2,2.958904109589041,0.8163450597950054,0.18365494020499476,5.444993741436004,0.4616719395863594,0.35457896385170606,0.0002640830770108924,0.023689694841443423,0.0377905176896577,0.3999276439782475,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,1.438792831407114,0.4706709408456975,0.5293290591543025,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,205651.2231786076,1120053.489686855,17385.971192887548,4293.945647454633,9063.324056757549,5.717638198996952,5.289273211236446,0.0,0.0,0.0,0.0,349191959.52169394,3517365.0518088914,5.0,64.1511615113389,0.9957830195576094,24.41569518208732,51.53473650451216,0.003274782275530452,0.03007520193854378,88.5488433288872,22924.527831804357,923.9170419745208,847.1381949422904,30.0,1825.0,2,2.958904109589041,0.8163916053365419,0.1836083946634581,5.446374071473873,0.46271518278928153,0.3553501204145042,0.00026530713273409146,0.023720670301472523,0.03783312304789819,0.40089608230717677,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,1.438792831407114,0.6920961780048287,0.3079038219951713,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,140073.9907055194,762702.0027295181,11823.604403409347,2910.930365695238,6143.9519714314465,3.8768236532909124,3.5853215355620716,0.0,0.0,0.0,0.0,349191959.47766006,3517365.071187837,5.0,43.683823869851324,0.6771979756404313,16.551767057334185,34.934968916130124,0.0022204541359371914,0.020386405522309258,59.40165865349683,20461.002230520506,403.73134158375973,568.2899063407579,30.0,1825.0,2,2.958904109589041,0.8163450597950054,0.18365494020499476,5.444993741436004,0.4616719395863594,0.35457896385170606,0.0002640830770108924,0.023689694841443423,0.0377905176896577,0.3999276439782475,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,1.438792831407114,0.4706709408456975,0.5293290591543025,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,245640.23495552858,1338093.5064091533,20774.18968127052,5137.758439887275,10844.630938177983,6.8410754846695125,6.32907765567667,0.0,0.0,0.0,0.0,349191959.5227076,3517365.04846171,5.0,76.63942252497017,1.1898435295970553,29.213677676897543,61.66338033591817,0.003918231962740622,0.03598760758963383,108.09555594879656,27380.33464864555,656.7025800132297,1034.1396985604588,30.0,1825.0,2,2.958904109589041,0.8164252096142988,0.18357479038570143,5.447371057316428,0.4631440546369797,0.3557148157056562,0.0002657424898028329,0.023708641013727362,0.03782800743470271,0.40134166369874674,,True,United_States,USA,2025,False,nearest_past_year,2015,measured_multistate_surveillance_fraction,https://www.walshmedicalmedia.com/conference-abstracts-files/2155-9597.C1.016-015.pdf,"CDC surveillance abstract: 1208 B. pertussis isolates collected from 2011-2015 across 7 enhanced-surveillance states, 2 outbreak states, and 6 sporadic-state settings were susceptible to erythromycin and azithromycin; 54 DNA NPS extracts had no A2047G mutation.",United_States,USA,3,relative_detection_prior_mean,United_States,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_States_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,6748.293255785678,6748.293255785678,True,2.8951093600231316e-05,1.3156166320465292e-16,United_States,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",1.438792831407114,0.8269734902928376,0.17302650970716238,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,125274.99930082001,660135.403910338,11274.973531332702,2753.4420843970665,5747.452887365507,3.072746646144808,2.8804402443869987,9555.97077612592,0.014475773787499886,0.01,0.019767814673529588,214573603.5692618,2335083.0374993556,5.0,61.52997320541846,1.0509189708130409,23.58324770622061,49.22696790706394,0.002864049067575977,0.024670987696194885,102.14417736970532,9247.417242001455,642.609545107937,600.4779238859044,30.0,1825.0,2,2.958904109589041,0.8102283280691377,0.18977167193086242,5.2694903819170635,0.3836869230296145,0.2818818516942448,0.000363426069443934,0.023961902360123914,0.037213136906159,0.32214845769388767,,True,Brazil,BRA,2025,False,exact_year,2025,low_detected_model_anchor,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,"PAHO reported antibiotic-resistant pertussis cases detected in Brazil since 2024, but no public national resistant fraction or denominator was located, so keep a conservative low detected anchor pending numeric reporting.",Brazil,BRA,3,relative_detection_prior_mean,Brazil,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Brazil_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,3281.6000029237703,3281.6000029237703,True,2.8141735141323725e-05,1.480345728618647e-16,Brazil,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,0.8601273820862417,1.221817829196454,0.2218178291964541,0.25,calibrated_country_scenario_analysis
