analysis,scenario,vaccine_scenario,resistance_scenario,intervention,calendar_start_date,calendar_end_date,calendar_start_year,calendar_end_year,total_symptomatic_cases,total_infections,total_reported_cases,total_infant_cases,total_infant_infections,total_deaths,total_infant_deaths,resistant_infections,resistant_fraction,resistant_fraction_start,resistant_fraction_end,total_population,infant_population,analysis_years,annualized_infections_per_100k,annualized_reported_cases_per_100k,annualized_infant_cases_per_100k,annualized_infant_infections_per_100k,annualized_deaths_per_million,annualized_infant_deaths_per_100k,peak_incidence_per_100k_year,treated_cases,PEP_averted_cases,peak_incidence,time_to_peak,outbreak_duration,n_epidemic_peaks,mean_peak_interval_years,proportion_asymptomatic,case_to_infection_ratio,mean_infection_to_case_ratio,vaccinated_origin_infection_share,waned_origin_infection_share,maternal_origin_infection_share,dose1_origin_infection_share,dose2_origin_infection_share,dose3plus_origin_infection_share,relative_reduction_vs_baseline,calibration_loaded,resistance_timeline_country,resistance_timeline_iso3,resistance_timeline_anchor_year,resistance_timeline_allows_future_evidence,resistance_timeline_method,resistance_timeline_evidence_years,resistance_timeline_evidence_type,resistance_timeline_source,resistance_timeline_notes,diagnostic_standard_country,diagnostic_standard_iso3,diagnostic_standard_periods_loaded,diagnostic_standard_multiplier_column,calibration_country,calibration_artifact_path,calibration_hash_status,calibration_config_hash,calibration_calibration_config_hash,calibration_accepted,calibration_calibration_status,calibration_fit_score,calibration_data_fit_score,calibration_optimizer_success,contact_reciprocity_error_before,contact_reciprocity_error_after,country,implementation_uptake,pep_restored,pep_coverage_multiplier,implementation_note,observed_mean_annual_reported_incidence_per_100k,model_to_observed_reported_incidence_ratio,absolute_fit_relative_error,absolute_fit_relative_tolerance,absolute_fit_status
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,3424159.8196142595,17993457.97673721,744471.5103950186,54598.19375896721,109457.84892575062,109.24650818594634,102.65963115037607,17944368.508436717,0.9972718157697116,0.997,0.9976601923180513,1404870878.5429263,8131253.844932718,5.0,256.1581744138547,10.598433233481975,134.29218863457822,269.22747958228655,0.015552533667613963,0.2525062754358655,682.9430167482552,345215.8824166431,26791.129956327764,26286.212491339116,1680.0,1825.0,2,3.041095890410959,0.8096997350903216,0.19030026490967855,5.2548534311007185,0.3277333925622282,0.24717777736719926,1.1848387807625054e-05,0.018145612202759055,0.028068221264130465,0.28150771070753106,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,4.430832490427902,2.39197334956313,1.3919733495631301,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,3038362.573757002,15964430.47408479,659245.7763090753,47800.256920357286,95830.55737040429,95.67903299791016,89.86293202847978,15895833.109066468,0.9957031122951941,0.997,0.9946590361654429,1404870879.8780458,8131253.8418013975,5.0,227.27256579580654,9.385144012185705,117.57167553821594,235.70917655468003,0.013621042953956861,0.22103093514682737,517.5639180308217,357275.26051662205,26157.215608769988,19920.834984029843,1680.0,1825.0,2,3.041095890410959,0.8096792379352833,0.1903207620647166,5.254287494182901,0.3259714130539636,0.24585758938812521,1.1688550459423849e-05,0.018030917065759884,0.02805299785437595,0.27987580958336833,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,4.430832490427902,2.1181446223617777,1.1181446223617777,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,2666663.2102024816,14007176.905659465,576966.6205453663,41297.869728079386,82794.72164710175,82.71000556801175,77.62743675893029,13906812.560336376,0.9928347913359659,0.997,0.9871733493380302,1404870880.0925786,8131253.886331717,5.0,199.40874430732615,8.213802830155396,101.57810912164312,203.6456438441212,0.011774748375816758,0.19093595611230052,401.6832661014799,355683.15501810994,24216.1194377571,15460.633522368424,1680.0,1825.0,2,4.027397260273973,0.8096216512318736,0.1903783487681263,5.252698148033433,0.3236565031245353,0.24414888774786916,1.150706999905022e-05,0.017913945060099027,0.02800747184458438,0.2777235791498529,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,4.430832490427902,1.8537831994100409,0.8537831994100409,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1500655.106187282,7880887.31460649,325868.50735204574,23888.487946608642,47878.75829492563,47.779706578702,44.8829594527829,7856267.9360454045,0.9968760651461853,0.997,0.9970703212236601,1404870880.412731,8131253.815376846,5.0,112.19375993174829,4.6391239493313465,58.75720642598468,117.76476145507375,0.006802006824237827,0.11039615899802724,376.8557799099494,150501.00251800887,2275.233787858213,14505.033186594985,1710.0,1825.0,2,3.041095890410959,0.8095829763476053,0.19041702365239477,5.2516312923023865,0.3271012281102189,0.24679965356424996,1.1822629950343957e-05,0.018205623396178212,0.027981028017298206,0.28090275406679216,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,4.430832490427902,1.0470095539277153,0.04700955392771533,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1131173.5244913558,5941295.683469375,245009.42758413355,17623.883178013908,35325.131837021065,35.267499914386796,33.10587354336183,5898157.359227769,0.9927392396305691,0.997,0.9880744155315767,1404870880.337884,8131253.859613381,5.0,84.58137707346371,3.4879992320035362,43.34850069199998,86.8872930224827,0.00502074609246718,0.08142870488349487,204.12504396610288,150930.27347387612,1080.8057671909428,7856.693978511457,1680.0,1825.0,2,3.041095890410959,0.8096082765854172,0.19039172341458277,5.252329156254732,0.3248062082547052,0.24503750491864276,1.1566020094895477e-05,0.018006317763722808,0.027993154026109687,0.27879517044477786,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,4.430832490427902,0.7872108096026639,0.21278919039733613,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,2003986.5589231993,10525479.458083779,435130.8000026925,31893.339254903232,63926.560740477085,63.80212480817663,59.93484488397928,10488594.799312241,0.9964956789932065,0.9969999999999999,0.9963300543621795,1404870880.3904836,8131253.856185719,5.0,149.84265963514346,6.194602024660772,78.44630070340479,157.23666207234692,0.009082987724885128,0.14741845708920973,483.1816447141781,201044.31078344153,5264.954979769014,18597.47459172957,1680.0,1825.0,2,3.041095890410959,0.8096061498287284,0.19039385017127153,5.25227048615507,0.3270692354592279,0.24677389017702597,1.1821993107943599e-05,0.01818276433902454,0.02798412534666743,0.280890523780428,,True,China,CHN,2025,False,nearest_past_year,2024,measured_multicenter_isolate_fraction,https://www.sciencedirect.com/science/article/pii/S2666606525001658,Five sentinel hospitals in China during 2024; 393/394 isolates displayed high-level azithromycin resistance.,China,CHN,7,relative_detection_prior_mean,China,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/China_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,4471.436261444852,4471.030414119333,True,2.010611200412732e-05,1.6667804836994706e-16,China,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",4.430832490427902,1.3980673018091314,0.3980673018091314,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,508376.24486096716,2674735.0830446063,37334.373650642985,15931.923071637957,33077.234719564534,20.299056648315734,19.212542096273772,94047.152689596,0.03516129626659837,0.0030000000000000005,0.10334200456444154,69850549.88724115,652913.0328391367,5.0,765.8451042582763,10.689786611819487,488.02588615391386,1013.2202316664134,0.05812139397924352,0.5885176472195591,2191.8226334624264,40726.6342759893,30990.313189554992,4194.520991853466,1680.0,1825.0,2,4.027397260273973,0.8099339825900476,0.1900660174099526,5.261329792811432,0.453079640888585,0.3311064545220629,0.0004172233802470032,0.02722388949658865,0.039260711135758464,0.38617781687599084,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,7.268426842942312,1.4707153064626821,0.4707153064626821,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,581886.259267319,3063244.151519302,42499.861968777375,18123.357515050484,37639.8774949105,23.127203565936586,21.876103560827122,64099.04998198123,0.020925217452937767,0.003,0.05720684321680429,69850549.93486354,652913.0300368285,5.0,877.085192421767,12.168798100633136,555.1538009289908,1152.9828863359448,0.06621910231917422,0.6701077342442735,2189.4789469237717,59475.53101113256,36703.31255414722,4190.03584968305,1680.0,1825.0,2,4.027397260273973,0.8100424809499052,0.18995751905009473,5.264334915514898,0.45079974579394555,0.3298434433415413,0.0004150048732146785,0.026932206822545202,0.03899696160231823,0.38445557249586754,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,7.268426842942312,1.6741997083521747,0.6741997083521747,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,714492.9130798858,3764442.001421241,51832.87143692718,22149.84059791418,46045.49512952207,28.358339324311086,26.80883680999989,43715.40190713599,0.011612717606123701,0.003,0.02764919118680324,69850549.93676327,652913.0285969058,5.0,1077.8560812561234,14.84107755310509,678.4928352712963,1410.4633576840306,0.08119718269930389,0.8212069796680709,2057.7689284395583,87898.87087018424,49015.33436167932,3937.9805834051294,1680.0,1825.0,2,4.027397260273973,0.8101995162071475,0.18980048379285258,5.268690469152838,0.4479110640070431,0.32841745683397144,0.0004143932918252969,0.026508362255733095,0.03863192788623541,0.3823563805732493,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,0.5,yes,1.0,Half uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,7.268426842942312,2.041855531299165,1.041855531299165,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_75_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1042021.0108743523,5482647.506382931,74798.52345954397,31252.889162609885,65011.40536858779,40.14131961844363,37.9018526452627,39541.02829481273,0.007212031823818479,0.003,0.013570262101489122,69850549.99841422,652913.0277866336,5.0,1569.822286727134,21.41673142480398,957.3369754485299,1991.426196195704,0.1149348705754069,1.1610077003287704,2469.5569137588504,146618.69740252304,88940.78361500407,4726.024895299784,210.0,1825.0,2,4.027397260273973,0.8099420016221679,0.1900579983778321,5.261551781746206,0.44128828485684657,0.3234909182616272,0.0004027932369919173,0.026300468222717328,0.038418281035241815,0.3761667423618955,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,0.75,yes,1.0,Three-quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,7.268426842942312,2.9465428885206104,1.9465428885206104,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1054985.236310259,5550315.180475361,75597.70540210893,31489.724087307375,65503.92200998582,40.4552667583945,38.188833720360805,15900.9532402456,0.0028648739257513215,0.0029999999999999996,0.00267568848398378,69850549.86232968,652913.0330456784,5.0,1589.1972765896978,21.64555770888174,964.5916835329683,2006.5129257544813,0.11583378180452086,1.1697984811918767,2472.036346559771,166884.2109826584,88823.34158048211,4730.7698105990285,210.0,1825.0,2,4.027397260273973,0.8099233643484901,0.19007663565150978,5.26103587940929,0.44042623475493387,0.3228930879524936,0.0004008994269422116,0.026256587302414647,0.0383669383291724,0.3754018096964045,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,1.0,yes,1.0,Full resistance-guided treatment scenario used in the main analysis.,7.268426842942312,2.978025118310121,1.978025118310121,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,499291.3703490988,2627744.4198879297,36438.77512719693,15478.25113296926,32136.02742582649,19.738116269914183,18.666019627272583,33409.739888711425,0.012714227318247454,0.0030000000000000005,0.030697489558435376,69850549.98638098,652913.0288126038,5.0,752.3904737758745,10.433353820206579,474.1290325027886,984.3892220766214,0.0565152780436592,0.5717766012793113,2102.3288166721945,61009.031006641395,28520.780117793467,4023.2554547060354,1680.0,1825.0,2,4.027397260273973,0.8099924153314754,0.19000758466852458,5.262947801502439,0.45048119263998915,0.3295978486796986,0.0004125884047442679,0.026993219057706432,0.03902992728272941,0.38404545789480904,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,0.5,no,1.0,Half uptake of resistance-guided treatment; resistant-strain PEP effectiveness remains at baseline.,7.268426842942312,1.4354349360119694,0.43543493601196936,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_100_no_pep_restoration,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,772580.729367102,4070597.649260711,55800.04520094258,23706.684314958125,49298.09192302333,30.397299561442136,28.721064753996345,33878.51688374854,0.008322737790088748,0.0029999999999999996,0.016919654224631646,69850549.9266132,652913.0308944725,5.0,1165.5162782647772,15.976980928444389,726.1819934113013,1510.0967384733103,0.08703524766341375,0.8797822495485897,2144.5841278706675,123471.23680650303,53069.31633691854,4104.120019058967,180.0,1825.0,2,4.027397260273973,0.8102045950163079,0.18979540498369218,5.268831456093066,0.44596355750442296,0.32718094301530687,0.00041077147579233705,0.026351811733254467,0.03848677254614609,0.38071420174923004,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,1.0,no,1.0,Full treatment restoration but no restoration of resistant-strain PEP effectiveness.,7.268426842942312,2.1981346546753975,1.1981346546753975,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_50_low_pep_reach,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1002843.6246359483,5301437.151079738,73284.34233787171,32126.156946205665,67093.95288470932,41.63504430366255,39.435918050534355,28224.376024719255,0.005323910332308821,0.0029999999999999996,0.008567037822903462,69850549.96348011,652913.0316759471,5.0,1517.937125434655,20.983182630970518,984.0868657114038,2055.2186778226014,0.11921178666576156,1.2079991097530163,5092.933762938787,126590.60346385815,47928.8978273054,9746.41710325618,180.0,1825.0,2,4.027397260273973,0.8108355157182802,0.18916448428171978,5.286404600721535,0.45612126943179243,0.3349729068329337,0.00043607588466792563,0.026610290317692416,0.03873777660112045,0.39033712662831166,,True,United_Kingdom,GBR,2025,False,nearest_past_year,2024,measured_national_surveillance_fraction,https://www.postersessiononline.eu/173580348_eu/congresos/UKHSA2025/aula/-P_58_UKHSA2025.pdf,"UKHSA national reference laboratory poster: 661 B. pertussis isolates received from June 2023 to November 2024, with 2 predicted and phenotypically confirmed macrolide-resistant isolates.",United_Kingdom,GBR,3,relative_detection_prior_mean,United_Kingdom,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/United_Kingdom_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8359.386799731114,8359.386799731114,True,6.047227433250013e-05,1.6570722974665014e-16,United_Kingdom,0.5,yes,0.5,"Half uptake and half baseline PEP reach, approximating delayed activation, lower adherence, or household-only reach.",7.268426842942312,2.8868946588277655,1.8868946588277655,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,current_near_term,symptom_protective,country_timeline,current,2025-01-01,2029-12-31,2025,2029,843851.2799638966,4411891.392786845,64438.04013468411,11466.095158194474,22839.940889805785,24.03288090152274,21.567796812488094,4154287.1530461195,0.9416113823287012,0.827,0.9785845256718576,120390389.21866278,714009.5548700094,5.0,732.9308296816965,10.704847879118743,321.1748380673129,639.7656931625785,0.03992491602942204,0.6041318821402795,4185.058258715203,47382.128128192904,11006.867821440694,13803.857333411026,1740.0,1645.0,2,2.958904109589041,0.808732535586996,0.19126746441300405,5.228280738017727,0.28233192155221365,0.21917274680469598,1.0153116707651304e-05,0.014902610274377757,0.022611598902975098,0.2448075592581532,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,0.0,baseline,1.0,Current macrolide treatment and baseline resistant-strain PEP effectiveness.,7.836584827693876,1.3660093158551223,0.3660093158551223,0.25,calibrated_country_scenario_analysis
treatment_implementation_sensitivity,guided_uptake_25_pep_restored,symptom_protective,country_timeline,resistance_guided_treatment,2025-01-01,2029-12-31,2025,2029,1113495.8874099373,5823613.675437642,84774.35914190652,15011.17164664201,29910.494318859568,31.52583338077554,28.26150031778511,5437188.058374616,0.9336450460831802,0.827,0.9768765639578111,120390389.23632936,714009.5415663488,5.0,967.4549127016679,14.083243634255942,420.4753794665392,837.8177763071296,0.0523726745643949,0.7916280854114871,4188.3647912116785,81741.51955488234,25126.27467030834,13814.763492540038,1740.0,1825.0,2,2.958904109589041,0.8087964021194696,0.1912035978805305,5.230027107674138,0.2817438247238377,0.21892975744248674,1.0082699808093526e-05,0.014692039604027344,0.022473802733415423,0.24456789968658676,,True,Japan,JPN,2025,False,exact_year,2025,measured_multicenter_isolate_fraction,https://www.mdpi.com/2227-9059/14/1/167,"Japanese children at six clinics, March-August 2025; 43/52 sequenced B. pertussis isolates carried the A2047G mutation associated with macrolide resistance.",Japan,JPN,3,relative_detection_prior_mean,Japan,/home/ctm/pertussis_transmission_analysis/outputs/calibrations/Japan_calibrated_config.yaml,current,c9124e2d90284787c9633468f872de64e5756b0e2fc7588adbff0e74e43794ce,397a78a053794ed703de7d0466023d5167520754a81338555a8d3546a1ac044e,True,accepted,8630.97870408271,8630.97870408271,True,7.644092124256049e-05,2.2471172848738243e-16,Japan,0.25,yes,1.0,Quarter uptake of resistance-guided treatment with partial restoration of resistant-strain PEP effectiveness.,7.836584827693876,1.7971149351292495,0.7971149351292495,0.25,calibrated_country_scenario_analysis
