country,parameter,posterior_median,credible_interval_low,credible_interval_high,posterior_draws
Thailand,beta_S,0.011438108566853589,0.011438108566853589,0.011438108566853589,64
Thailand,reporting_multiplier,1.02380106370595,1.02380106370595,1.02380106370595,64
Thailand,VE_sus,0.15,0.15,0.15,64
Thailand,VE_inf,0.08000000000000002,0.08000000000000002,0.08000000000000002,64
Thailand,VE_dur,1.0000000000000007e-09,1.0000000000000007e-09,1.0000000000000007e-09,64
Thailand,relative_infectiousness_asymptomatic,0.35000000000000003,0.35000000000000003,0.35000000000000003,64
Thailand,infectious_duration_symptomatic,21.0,21.0,21.0,64
Thailand,infectious_duration_asymptomatic,13.999999999999996,13.999999999999996,13.999999999999996,64
Thailand,fitness_R,0.70000000055,0.70000000055,0.70000000055,64
Thailand,resistance_prevalence,0.01,0.01,0.01,64
